usuario,contiene,formato,idioma,largura_libro,clasificacion_edad,compone_saga,famoso,peso,tipo_narrador,libro,valoracion,timestep
56,misterio,ebook,spa,normal,infantil,no,no,pesado,tercera_persona,332.0,4,0
56,fantasia,papel,spa,largo,infantil,si,no,intermedio,tercera_persona,3.0,3,20
56,suspense,papel,spa,normal,juvenil,si,si,ligero,tercera_persona,383.0,4,20
57,misterio,papel,eng,largo,juvenil,no,no,ligero,primera_persona,330.0,3,1
57,suspense,papel,eng,normal,infantil,no,si,ligero,primera_persona,19.0,5,8
57,ficcion_historica,papel,eng,largo,infantil,si,si,intermedio,tercera_persona,154.0,3,8
57,magia,papel,spa,corto,adulto,no,no,intermedio,tercera_persona,281.0,4,8
57,suspense,audiolibro,eng,corto,juvenil,si,no,ligero,primera_persona,319.0,3,12
57,misterio,papel,eng,largo,juvenil,si,si,ligero,tercera_persona,310.0,3,16
57,romance,papel,eng,corto,infantil,no,si,intermedio,primera_persona,376.0,4,16
57,ciencia_ficcion,papel,cat,largo,infantil,si,si,intermedio,tercera_persona,159.0,3,47
57,romance,papel,cat,corto,infantil,no,si,ligero,primera_persona,348.0,4,49
57,ciencia_ficcion,papel,eng,corto,juvenil,no,no,pesado,tercera_persona,395.0,3,56
57,magia,papel,spa,largo,juvenil,no,no,intermedio,tercera_persona,291.0,4,56
57,ficcion_historica,papel,cat,largo,juvenil,si,no,ligero,primera_persona,84.0,3,56
57,misterio,ebook,cat,normal,infantil,si,no,intermedio,primera_persona,83.0,4,56
57,misterio,papel,spa,normal,adulto,si,no,ligero,primera_persona,312.0,3,56
57,ficcion_historica,papel,eng,corto,juvenil,si,si,ligero,primera_persona,150.0,3,56
57,romance,ebook,eng,normal,infantil,si,no,pesado,primera_persona,367.0,3,56
57,romance,papel,eng,normal,juvenil,si,no,pesado,tercera_persona,362.0,3,56
57,ficcion_historica,papel,eng,corto,juvenil,si,si,ligero,primera_persona,93.0,3,56
57,terror,papel,eng,corto,infantil,no,no,ligero,tercera_persona,211.0,3,57
57,ficcion_historica,papel,cat,normal,juvenil,no,no,pesado,tercera_persona,141.0,3,57
57,romance,ebook,spa,normal,adulto,si,si,intermedio,tercera_persona,357.0,3,57
57,suspense,papel,spa,normal,infantil,si,si,ligero,primera_persona,162.0,3,57
57,romance,papel,spa,corto,juvenil,si,si,intermedio,primera_persona,70.0,3,57
57,romance,papel,spa,corto,infantil,no,si,ligero,primera_persona,363.0,3,57
57,misterio,papel,eng,largo,infantil,si,si,intermedio,tercera_persona,333.0,4,57
57,ficcion_historica,papel,eng,largo,juvenil,no,si,ligero,tercera_persona,144.0,4,57
57,fantasia,papel,eng,normal,infantil,no,si,ligero,primera_persona,44.0,4,60
57,suspense,papel,eng,largo,adulto,si,no,ligero,tercera_persona,402.0,4,60
57,misterio,papel,spa,corto,juvenil,si,no,intermedio,primera_persona,303.0,3,60
57,romance,papel,eng,normal,juvenil,no,no,ligero,primera_persona,364.0,4,60
58,terror,papel,spa,normal,adulto,si,si,ligero,tercera_persona,181.0,3,2
58,humor,papel,spa,corto,juvenil,si,no,intermedio,tercera_persona,248.0,4,3
58,suspense,papel,eng,normal,infantil,si,si,ligero,tercera_persona,162.0,4,4
58,ciencia_ficcion,papel,eng,normal,infantil,no,si,pesado,tercera_persona,385.0,3,7
58,magia,papel,spa,corto,infantil,si,no,ligero,tercera_persona,294.0,3,7
58,ciencia_ficcion,papel,spa,corto,infantil,no,no,pesado,tercera_persona,378.0,3,7
58,terror,papel,spa,largo,infantil,si,si,pesado,primera_persona,196.0,4,8
58,magia,papel,cat,normal,adulto,no,si,ligero,tercera_persona,0.0,4,11
58,ciencia_ficcion,ebook,spa,normal,infantil,no,si,pesado,tercera_persona,386.0,3,17
58,romance,papel,spa,corto,juvenil,si,no,ligero,tercera_persona,70.0,3,17
58,humor,papel,spa,corto,infantil,no,si,ligero,primera_persona,223.0,4,20
58,ciencia_ficcion,papel,spa,largo,infantil,si,si,ligero,tercera_persona,28.0,4,24
58,ciencia_ficcion,papel,spa,corto,infantil,no,si,ligero,primera_persona,384.0,4,26
58,ciencia_ficcion,papel,spa,corto,juvenil,si,si,pesado,primera_persona,159.0,4,27
58,suspense,papel,spa,corto,adulto,si,si,ligero,tercera_persona,408.0,3,36
58,terror,papel,spa,normal,adulto,si,no,ligero,tercera_persona,177.0,4,38
58,ciencia_ficcion,papel,spa,normal,juvenil,si,no,ligero,tercera_persona,398.0,3,39
58,misterio,papel,spa,largo,juvenil,no,si,ligero,tercera_persona,251.0,4,43
58,romance,ebook,spa,corto,juvenil,no,no,ligero,tercera_persona,366.0,2,44
58,misterio,papel,spa,corto,adulto,si,si,pesado,primera_persona,315.0,2,46
58,ficcion_historica,papel,spa,normal,juvenil,si,si,ligero,primera_persona,82.0,4,46
58,terror,papel,spa,largo,infantil,no,no,ligero,primera_persona,188.0,3,48
58,ficcion_historica,papel,spa,corto,infantil,no,si,ligero,tercera_persona,92.0,3,52
59,fantasia,ebook,eng,normal,juvenil,si,si,ligero,tercera_persona,49.0,4,0
59,romance,ebook,cat,normal,juvenil,no,no,ligero,tercera_persona,357.0,3,1
59,fantasia,papel,eng,corto,juvenil,no,no,ligero,primera_persona,18.0,4,2
59,magia,papel,cat,normal,adulto,no,no,ligero,tercera_persona,0.0,3,2
59,ficcion_historica,papel,eng,normal,adulto,no,si,ligero,tercera_persona,81.0,5,2
59,romance,papel,cat,corto,infantil,no,no,ligero,tercera_persona,348.0,3,14
59,misterio,papel,eng,corto,juvenil,no,no,ligero,tercera_persona,325.0,3,17
59,romance,papel,eng,corto,juvenil,no,no,ligero,tercera_persona,366.0,3,19
59,fantasia,papel,spa,corto,juvenil,si,no,intermedio,primera_persona,70.0,3,23
59,fantasia,papel,eng,normal,infantil,si,no,intermedio,tercera_persona,74.0,4,25
59,ficcion_historica,papel,spa,normal,infantil,si,si,intermedio,primera_persona,102.0,4,25
59,fantasia,papel,eng,corto,juvenil,no,si,ligero,tercera_persona,31.0,3,67
59,misterio,papel,eng,largo,juvenil,no,si,ligero,primera_persona,330.0,3,67
59,ciencia_ficcion,papel,eng,largo,infantil,no,no,ligero,primera_persona,378.0,2,68
59,romance,papel,spa,corto,juvenil,no,no,ligero,tercera_persona,376.0,4,69
59,terror,papel,spa,corto,adulto,si,no,intermedio,tercera_persona,217.0,4,69
59,terror,papel,eng,largo,juvenil,si,si,intermedio,tercera_persona,197.0,2,72
59,romance,papel,eng,corto,juvenil,no,si,ligero,primera_persona,361.0,4,73
59,misterio,papel,eng,largo,juvenil,no,no,pesado,primera_persona,310.0,3,73
59,humor,papel,eng,normal,juvenil,no,no,ligero,primera_persona,227.0,4,73
59,misterio,papel,spa,normal,juvenil,no,si,ligero,tercera_persona,321.0,4,73
59,magia,papel,spa,largo,adulto,si,no,intermedio,primera_persona,1.0,4,73
59,humor,papel,spa,corto,juvenil,no,no,ligero,primera_persona,271.0,3,77
59,ficcion_historica,papel,eng,corto,juvenil,si,si,ligero,tercera_persona,119.0,3,77
59,suspense,papel,eng,normal,adulto,no,si,intermedio,primera_persona,178.0,4,78
59,ciencia_ficcion,papel,eng,corto,juvenil,si,no,pesado,tercera_persona,159.0,3,79
60,fantasia,papel,spa,normal,infantil,si,no,ligero,tercera_persona,0.0,4,0
60,suspense,papel,spa,largo,infantil,si,si,pesado,tercera_persona,411.0,3,4
60,humor,ebook,spa,largo,juvenil,no,si,ligero,tercera_persona,257.0,3,4
60,fantasia,papel,spa,corto,juvenil,si,no,intermedio,primera_persona,70.0,3,8
60,magia,ebook,cat,normal,juvenil,no,no,ligero,tercera_persona,280.0,4,8
60,misterio,papel,spa,normal,juvenil,si,si,ligero,tercera_persona,308.0,3,11
60,suspense,papel,spa,normal,juvenil,no,no,ligero,tercera_persona,174.0,4,13
60,humor,papel,spa,corto,adulto,si,si,pesado,tercera_persona,234.0,5,13
60,misterio,papel,spa,corto,juvenil,no,si,ligero,tercera_persona,251.0,3,14
60,magia,papel,spa,corto,adulto,no,no,intermedio,tercera_persona,281.0,5,17
60,misterio,papel,spa,largo,adulto,no,si,intermedio,primera_persona,322.0,4,17
60,magia,papel,spa,normal,adulto,no,si,pesado,primera_persona,283.0,4,21
60,magia,papel,spa,normal,adulto,no,no,intermedio,primera_persona,284.0,4,21
60,terror,papel,spa,normal,juvenil,no,si,intermedio,primera_persona,195.0,3,23
60,terror,papel,spa,normal,adulto,si,si,pesado,primera_persona,173.0,3,23
60,terror,ebook,spa,normal,adulto,no,si,ligero,tercera_persona,38.0,4,29
60,romance,papel,spa,normal,infantil,si,no,pesado,tercera_persona,368.0,4,29
60,terror,papel,spa,corto,juvenil,no,no,pesado,primera_persona,194.0,3,29
60,romance,papel,spa,largo,infantil,no,no,ligero,primera_persona,372.0,3,29
60,fantasia,papel,spa,corto,adulto,si,no,pesado,primera_persona,30.0,3,30
60,magia,papel,cat,corto,infantil,si,no,intermedio,tercera_persona,294.0,3,31
60,ciencia_ficcion,papel,spa,normal,juvenil,si,no,intermedio,primera_persona,27.0,3,35
60,romance,papel,spa,corto,juvenil,si,si,pesado,primera_persona,366.0,4,38
60,fantasia,ebook,spa,corto,adulto,no,no,ligero,primera_persona,47.0,3,39
60,ficcion_historica,papel,spa,normal,adulto,no,si,ligero,primera_persona,81.0,4,47
60,humor,papel,spa,corto,adulto,si,no,intermedio,primera_persona,274.0,4,48
60,misterio,papel,spa,normal,adulto,no,si,ligero,primera_persona,307.0,3,48
60,fantasia,papel,eng,normal,adulto,si,no,intermedio,primera_persona,15.0,3,50
60,ficcion_historica,papel,spa,largo,infantil,si,no,intermedio,primera_persona,107.0,4,50
60,romance,papel,spa,normal,adulto,no,si,ligero,tercera_persona,344.0,3,50
60,humor,ebook,spa,corto,infantil,si,no,ligero,primera_persona,254.0,4,51
60,terror,papel,spa,corto,adulto,si,si,intermedio,primera_persona,217.0,4,51
60,romance,papel,spa,corto,juvenil,si,no,intermedio,tercera_persona,363.0,3,53
60,ciencia_ficcion,papel,spa,normal,adulto,no,no,intermedio,primera_persona,389.0,3,53
60,ciencia_ficcion,papel,spa,normal,adulto,si,si,ligero,tercera_persona,388.0,3,53
60,terror,papel,spa,corto,adulto,si,si,ligero,primera_persona,200.0,3,54
60,fantasia,papel,spa,corto,adulto,no,si,ligero,primera_persona,26.0,4,57
60,suspense,papel,spa,largo,adulto,no,no,pesado,tercera_persona,402.0,3,66
60,ciencia_ficcion,papel,spa,largo,juvenil,si,no,ligero,tercera_persona,398.0,3,66
60,romance,papel,spa,normal,juvenil,si,no,ligero,tercera_persona,341.0,3,67
60,fantasia,papel,spa,corto,adulto,no,si,intermedio,tercera_persona,50.0,4,69
60,suspense,papel,spa,corto,adulto,si,no,pesado,primera_persona,400.0,3,76
60,suspense,papel,spa,normal,adulto,no,si,ligero,primera_persona,339.0,3,76
60,misterio,papel,spa,largo,adulto,si,si,intermedio,primera_persona,326.0,5,77
60,magia,papel,spa,normal,juvenil,no,si,intermedio,primera_persona,297.0,3,77
60,magia,papel,spa,normal,juvenil,si,si,intermedio,tercera_persona,279.0,3,77
60,magia,papel,spa,normal,adulto,si,si,ligero,primera_persona,10.0,3,77
60,fantasia,papel,cat,corto,infantil,si,no,pesado,primera_persona,33.0,4,77
60,fantasia,papel,spa,normal,adulto,si,si,intermedio,primera_persona,42.0,3,82
61,magia,papel,eng,normal,juvenil,si,si,pesado,tercera_persona,10.0,2,0
61,ficcion_historica,papel,eng,normal,juvenil,si,si,pesado,primera_persona,82.0,4,4
61,misterio,papel,spa,corto,infantil,no,si,intermedio,tercera_persona,335.0,5,4
61,romance,ebook,spa,normal,juvenil,no,si,ligero,tercera_persona,344.0,3,4
61,fantasia,papel,spa,normal,juvenil,no,no,pesado,primera_persona,21.0,4,4
61,magia,papel,spa,normal,juvenil,no,si,ligero,tercera_persona,297.0,4,5
61,romance,papel,eng,largo,infantil,no,no,ligero,tercera_persona,372.0,3,6
61,romance,ebook,eng,corto,juvenil,si,si,intermedio,tercera_persona,70.0,3,7
61,fantasia,papel,cat,normal,juvenil,si,si,ligero,primera_persona,35.0,4,7
61,romance,papel,eng,normal,juvenil,si,si,intermedio,primera_persona,365.0,3,7
61,suspense,papel,eng,normal,juvenil,no,no,ligero,tercera_persona,337.0,3,7
61,fantasia,papel,cat,normal,juvenil,no,no,ligero,primera_persona,39.0,4,8
61,ciencia_ficcion,papel,spa,corto,infantil,si,no,intermedio,primera_persona,28.0,3,10
61,misterio,papel,eng,largo,juvenil,no,si,intermedio,primera_persona,330.0,3,10
61,terror,papel,eng,normal,infantil,no,no,ligero,tercera_persona,190.0,4,22
61,romance,papel,spa,normal,juvenil,si,no,ligero,tercera_persona,341.0,4,23
61,misterio,papel,cat,corto,juvenil,no,si,intermedio,tercera_persona,313.0,3,23
61,magia,papel,cat,corto,adulto,no,si,intermedio,tercera_persona,0.0,4,26
61,ficcion_historica,papel,spa,corto,infantil,no,si,intermedio,tercera_persona,100.0,4,58
61,romance,papel,eng,corto,infantil,no,no,ligero,tercera_persona,376.0,4,64
61,humor,papel,eng,corto,adulto,si,no,ligero,primera_persona,274.0,4,64
61,terror,papel,spa,normal,infantil,no,si,intermedio,tercera_persona,79.0,5,66
61,romance,papel,eng,normal,juvenil,no,no,ligero,tercera_persona,355.0,2,70
61,misterio,audiolibro,eng,corto,juvenil,si,si,intermedio,tercera_persona,319.0,4,72
61,suspense,ebook,spa,normal,juvenil,si,no,intermedio,primera_persona,383.0,4,74
61,misterio,papel,cat,largo,infantil,no,no,intermedio,tercera_persona,84.0,4,79
61,misterio,papel,spa,normal,adulto,si,si,intermedio,primera_persona,326.0,3,81
61,misterio,papel,spa,corto,juvenil,si,no,intermedio,tercera_persona,303.0,5,81
61,romance,papel,spa,corto,juvenil,no,si,pesado,primera_persona,366.0,3,81
61,magia,papel,eng,normal,infantil,si,si,pesado,tercera_persona,293.0,4,81
61,ciencia_ficcion,papel,spa,corto,juvenil,no,no,ligero,tercera_persona,394.0,3,81
61,suspense,papel,spa,normal,juvenil,no,no,intermedio,primera_persona,321.0,3,81
61,romance,papel,eng,corto,infantil,si,si,intermedio,tercera_persona,371.0,3,83
61,fantasia,papel,spa,largo,infantil,no,si,ligero,primera_persona,61.0,4,83
61,terror,papel,cat,corto,juvenil,si,si,ligero,primera_persona,159.0,3,84
61,ficcion_historica,papel,spa,normal,infantil,no,si,ligero,primera_persona,86.0,3,86
61,magia,papel,spa,corto,juvenil,no,no,pesado,tercera_persona,295.0,4,86
61,suspense,papel,eng,corto,juvenil,no,si,pesado,primera_persona,60.0,4,86
61,ficcion_historica,papel,eng,largo,juvenil,si,si,pesado,primera_persona,108.0,4,89
61,terror,papel,eng,normal,infantil,no,no,intermedio,primera_persona,51.0,3,89
61,misterio,papel,eng,largo,juvenil,si,si,ligero,primera_persona,310.0,3,89
61,humor,papel,spa,normal,adulto,no,no,pesado,primera_persona,246.0,3,89
61,romance,papel,eng,normal,juvenil,si,no,ligero,tercera_persona,375.0,4,89
61,ciencia_ficcion,audiolibro,spa,corto,juvenil,no,si,pesado,tercera_persona,381.0,3,89
61,magia,papel,spa,corto,infantil,no,si,pesado,primera_persona,289.0,3,89
61,misterio,papel,cat,normal,infantil,si,no,ligero,primera_persona,83.0,4,89
62,terror,papel,eng,largo,juvenil,si,no,pesado,primera_persona,204.0,3,0
62,magia,papel,cat,normal,juvenil,no,si,pesado,primera_persona,0.0,4,0
62,humor,ebook,eng,largo,juvenil,si,no,intermedio,tercera_persona,262.0,3,0
62,fantasia,papel,eng,largo,juvenil,no,si,intermedio,primera_persona,64.0,4,1
62,fantasia,papel,eng,corto,juvenil,si,si,ligero,primera_persona,54.0,5,6
62,ficcion_historica,ebook,cat,largo,infantil,si,si,ligero,primera_persona,102.0,2,7
62,humor,audiolibro,eng,largo,adulto,si,si,intermedio,tercera_persona,266.0,4,7
62,ficcion_historica,ebook,spa,largo,juvenil,no,no,pesado,primera_persona,144.0,4,9
62,romance,audiolibro,eng,largo,juvenil,no,si,ligero,tercera_persona,372.0,2,9
62,misterio,papel,cat,normal,adulto,no,no,intermedio,primera_persona,83.0,4,9
62,ficcion_historica,papel,spa,normal,juvenil,si,no,intermedio,primera_persona,132.0,3,11
62,suspense,ebook,cat,largo,infantil,no,no,ligero,primera_persona,410.0,3,11
62,humor,audiolibro,eng,largo,infantil,no,si,intermedio,primera_persona,33.0,3,16
62,humor,ebook,eng,largo,juvenil,si,si,intermedio,primera_persona,249.0,3,19
63,ficcion_historica,papel,spa,normal,infantil,no,si,pesado,primera_persona,86.0,3,0
63,suspense,ebook,eng,largo,infantil,no,no,ligero,primera_persona,411.0,2,34
63,magia,ebook,eng,normal,juvenil,no,si,pesado,tercera_persona,297.0,4,39
63,fantasia,papel,eng,normal,juvenil,no,si,ligero,tercera_persona,23.0,4,39
63,suspense,audiolibro,eng,largo,juvenil,no,si,intermedio,primera_persona,35.0,4,39
63,magia,papel,eng,largo,juvenil,si,si,pesado,primera_persona,290.0,4,39
63,ciencia_ficcion,papel,spa,corto,infantil,no,no,intermedio,tercera_persona,378.0,4,39
63,humor,papel,cat,largo,infantil,si,si,pesado,tercera_persona,33.0,3,39
63,romance,papel,spa,largo,juvenil,no,no,intermedio,primera_persona,372.0,3,40
63,misterio,ebook,eng,normal,juvenil,no,si,pesado,primera_persona,327.0,3,65
63,humor,ebook,spa,normal,adulto,si,no,intermedio,primera_persona,246.0,3,65
63,misterio,ebook,spa,normal,infantil,no,si,ligero,tercera_persona,332.0,4,65
63,humor,ebook,spa,largo,juvenil,si,si,intermedio,primera_persona,260.0,4,67
63,magia,ebook,spa,largo,juvenil,no,si,intermedio,primera_persona,291.0,4,71
63,suspense,ebook,eng,corto,juvenil,no,no,ligero,primera_persona,163.0,4,73
63,magia,papel,eng,corto,juvenil,no,no,ligero,primera_persona,24.0,4,73
63,romance,papel,cat,normal,infantil,si,no,ligero,tercera_persona,357.0,4,74
63,magia,ebook,spa,corto,infantil,no,si,ligero,primera_persona,289.0,4,75
63,ciencia_ficcion,ebook,eng,largo,infantil,si,si,ligero,primera_persona,379.0,4,75
63,magia,audiolibro,spa,normal,adulto,si,no,ligero,primera_persona,284.0,4,75
63,terror,papel,eng,normal,juvenil,si,si,pesado,tercera_persona,165.0,4,79
63,romance,ebook,cat,normal,infantil,si,si,ligero,primera_persona,348.0,4,79
63,magia,papel,cat,largo,juvenil,no,no,pesado,tercera_persona,0.0,4,79
63,suspense,papel,eng,largo,juvenil,si,si,intermedio,primera_persona,402.0,3,79
63,magia,papel,eng,normal,juvenil,no,si,pesado,tercera_persona,292.0,4,86
63,magia,audiolibro,cat,corto,infantil,si,no,ligero,primera_persona,294.0,3,87
63,terror,audiolibro,eng,largo,infantil,si,si,intermedio,primera_persona,196.0,4,87
63,ficcion_historica,papel,spa,largo,juvenil,si,si,ligero,primera_persona,113.0,3,87
63,romance,papel,eng,normal,adulto,no,no,pesado,tercera_persona,377.0,3,87
63,fantasia,papel,eng,largo,juvenil,no,no,ligero,primera_persona,9.0,4,87
63,humor,papel,spa,largo,juvenil,no,no,pesado,tercera_persona,134.0,3,87
63,ciencia_ficcion,ebook,cat,corto,adulto,si,no,pesado,primera_persona,159.0,4,89
63,suspense,ebook,eng,corto,juvenil,no,no,pesado,tercera_persona,311.0,3,89
63,magia,papel,spa,largo,juvenil,si,si,intermedio,primera_persona,1.0,3,89
63,terror,ebook,eng,corto,infantil,no,si,ligero,primera_persona,192.0,3,89
63,romance,papel,spa,normal,juvenil,no,no,ligero,primera_persona,364.0,4,89
63,magia,ebook,spa,normal,infantil,si,si,intermedio,primera_persona,296.0,3,89
63,romance,ebook,eng,largo,adulto,no,si,intermedio,primera_persona,361.0,3,89
63,misterio,ebook,eng,normal,juvenil,no,no,pesado,tercera_persona,337.0,4,89
63,terror,papel,spa,largo,juvenil,no,si,pesado,primera_persona,193.0,4,89
63,ficcion_historica,ebook,cat,largo,juvenil,no,si,ligero,primera_persona,127.0,4,89
63,humor,ebook,eng,corto,juvenil,si,no,ligero,primera_persona,250.0,3,89
63,ficcion_historica,ebook,spa,largo,juvenil,si,si,intermedio,tercera_persona,108.0,3,89
63,humor,ebook,spa,corto,infantil,no,si,intermedio,primera_persona,230.0,4,89
64,suspense,papel,eng,normal,adulto,no,no,pesado,tercera_persona,307.0,3,4
64,romance,papel,eng,corto,juvenil,si,si,ligero,tercera_persona,70.0,3,4
64,ficcion_historica,papel,spa,corto,adulto,no,no,pesado,primera_persona,109.0,3,4
64,misterio,papel,eng,corto,juvenil,si,si,ligero,tercera_persona,317.0,5,5
64,ficcion_historica,papel,eng,largo,juvenil,no,si,ligero,tercera_persona,144.0,3,5
64,ciencia_ficcion,papel,eng,corto,adulto,si,no,intermedio,tercera_persona,390.0,3,5
64,terror,papel,eng,normal,juvenil,no,si,intermedio,tercera_persona,195.0,4,5
64,humor,papel,spa,largo,adulto,si,no,intermedio,tercera_persona,255.0,3,7
64,ciencia_ficcion,papel,eng,largo,adulto,si,si,ligero,tercera_persona,391.0,3,23
64,humor,papel,cat,corto,adulto,no,si,ligero,tercera_persona,224.0,4,26
64,romance,papel,spa,normal,infantil,si,si,intermedio,tercera_persona,368.0,3,26
64,suspense,papel,spa,corto,juvenil,no,si,ligero,tercera_persona,57.0,3,26
64,suspense,papel,spa,corto,adulto,si,si,ligero,primera_persona,408.0,3,26
64,suspense,papel,spa,normal,adulto,si,no,ligero,tercera_persona,83.0,3,30
64,humor,papel,spa,corto,juvenil,si,no,ligero,primera_persona,16.0,4,34
64,suspense,papel,spa,normal,juvenil,si,si,intermedio,tercera_persona,383.0,4,36
64,magia,ebook,spa,corto,adulto,no,si,pesado,tercera_persona,281.0,3,36
64,terror,papel,eng,largo,adulto,no,no,ligero,primera_persona,215.0,3,37
64,fantasia,papel,eng,normal,adulto,no,no,intermedio,tercera_persona,77.0,4,50
64,humor,papel,spa,normal,infantil,si,no,ligero,tercera_persona,245.0,4,50
64,misterio,papel,spa,corto,adulto,no,si,intermedio,primera_persona,322.0,4,51
64,humor,papel,spa,corto,adulto,no,no,ligero,primera_persona,242.0,4,52
64,romance,papel,eng,corto,infantil,no,si,intermedio,primera_persona,348.0,3,54
64,ciencia_ficcion,ebook,cat,normal,adulto,no,no,pesado,tercera_persona,394.0,3,56
64,ciencia_ficcion,papel,spa,corto,infantil,no,no,intermedio,tercera_persona,378.0,3,56
64,fantasia,papel,spa,corto,adulto,no,si,intermedio,primera_persona,26.0,4,56
64,fantasia,papel,spa,corto,juvenil,si,si,ligero,tercera_persona,54.0,3,56
64,magia,papel,cat,normal,infantil,si,no,intermedio,tercera_persona,0.0,4,56
64,ciencia_ficcion,papel,eng,corto,juvenil,si,no,intermedio,primera_persona,387.0,3,56
64,suspense,papel,eng,corto,adulto,si,si,pesado,tercera_persona,407.0,3,60
64,ficcion_historica,papel,spa,normal,infantil,no,si,intermedio,tercera_persona,128.0,3,62
64,ficcion_historica,papel,eng,corto,adulto,no,no,ligero,primera_persona,118.0,4,63
64,magia,papel,eng,normal,adulto,no,si,intermedio,tercera_persona,278.0,4,63
64,humor,papel,spa,corto,juvenil,si,si,pesado,tercera_persona,264.0,5,63
64,fantasia,papel,eng,normal,juvenil,si,no,ligero,primera_persona,27.0,4,65
64,humor,papel,eng,corto,juvenil,no,no,intermedio,tercera_persona,271.0,4,70
64,ciencia_ficcion,papel,eng,corto,adulto,si,no,ligero,primera_persona,393.0,3,74
64,suspense,papel,cat,largo,adulto,si,no,ligero,primera_persona,410.0,2,74
64,romance,papel,eng,largo,adulto,no,no,intermedio,primera_persona,372.0,3,77
65,terror,papel,eng,normal,adulto,si,no,ligero,tercera_persona,177.0,4,0
65,humor,papel,spa,normal,adulto,si,si,intermedio,primera_persona,246.0,4,1
65,humor,papel,cat,normal,adulto,si,si,ligero,primera_persona,236.0,3,2
65,suspense,papel,spa,corto,adulto,si,si,ligero,tercera_persona,408.0,4,2
65,fantasia,ebook,spa,normal,juvenil,si,no,pesado,tercera_persona,27.0,3,2
65,humor,ebook,eng,normal,adulto,si,si,ligero,primera_persona,240.0,4,14
65,ficcion_historica,papel,eng,normal,adulto,si,no,ligero,tercera_persona,136.0,4,14
65,suspense,papel,spa,largo,adulto,si,no,ligero,primera_persona,402.0,3,15
65,terror,papel,spa,normal,adulto,si,si,ligero,tercera_persona,181.0,3,22
65,misterio,papel,eng,normal,juvenil,no,si,intermedio,tercera_persona,321.0,4,22
65,suspense,papel,eng,normal,adulto,no,si,ligero,primera_persona,339.0,3,24
65,misterio,papel,spa,largo,juvenil,no,no,intermedio,tercera_persona,325.0,3,24
65,fantasia,papel,eng,corto,adulto,no,si,intermedio,primera_persona,50.0,4,24
65,ciencia_ficcion,papel,eng,corto,adulto,no,si,ligero,primera_persona,381.0,4,24
65,ficcion_historica,papel,eng,corto,infantil,si,si,pesado,tercera_persona,147.0,3,47
65,misterio,papel,spa,largo,juvenil,si,no,pesado,primera_persona,336.0,3,52
66,humor,ebook,spa,largo,juvenil,no,no,ligero,primera_persona,227.0,4,0
67,ciencia_ficcion,papel,spa,largo,adulto,si,no,ligero,tercera_persona,389.0,3,1
67,humor,ebook,spa,corto,adulto,si,no,pesado,primera_persona,30.0,4,1
67,suspense,papel,spa,normal,juvenil,si,si,pesado,tercera_persona,383.0,3,1
67,terror,papel,spa,normal,adulto,no,no,ligero,primera_persona,202.0,4,2
67,fantasia,audiolibro,spa,corto,adulto,no,si,ligero,tercera_persona,50.0,3,4
67,fantasia,papel,cat,corto,juvenil,no,si,ligero,primera_persona,57.0,3,4
67,romance,papel,spa,corto,juvenil,no,no,ligero,tercera_persona,366.0,3,4
67,romance,papel,spa,largo,infantil,si,si,ligero,tercera_persona,372.0,3,10
67,romance,papel,spa,corto,adulto,no,no,ligero,primera_persona,376.0,3,15
67,suspense,papel,spa,normal,adulto,si,no,ligero,tercera_persona,83.0,3,54
67,ficcion_historica,papel,spa,corto,juvenil,no,no,intermedio,primera_persona,91.0,5,55
67,romance,papel,spa,largo,juvenil,si,no,ligero,tercera_persona,341.0,4,57
67,magia,papel,spa,normal,adulto,si,no,ligero,primera_persona,284.0,3,58
67,misterio,papel,cat,normal,adulto,no,no,ligero,primera_persona,84.0,3,60
67,humor,audiolibro,spa,normal,adulto,no,si,ligero,tercera_persona,257.0,4,60
67,romance,papel,spa,normal,juvenil,no,no,ligero,primera_persona,364.0,4,60
67,suspense,papel,spa,largo,infantil,si,si,ligero,tercera_persona,411.0,4,66
67,magia,papel,spa,corto,juvenil,si,si,intermedio,tercera_persona,287.0,2,66
67,romance,papel,spa,corto,adulto,no,no,intermedio,tercera_persona,348.0,3,67
67,fantasia,papel,spa,normal,juvenil,si,si,pesado,tercera_persona,49.0,4,69
67,ciencia_ficcion,papel,spa,corto,adulto,no,si,pesado,primera_persona,381.0,4,69
67,magia,papel,spa,corto,adulto,si,no,ligero,primera_persona,281.0,3,70
67,ficcion_historica,papel,spa,normal,juvenil,si,si,ligero,primera_persona,82.0,3,70
67,suspense,papel,eng,largo,juvenil,no,si,ligero,primera_persona,402.0,4,72
67,suspense,papel,eng,normal,adulto,si,no,ligero,primera_persona,406.0,4,75
67,romance,papel,spa,normal,juvenil,no,no,intermedio,tercera_persona,373.0,4,76
67,ficcion_historica,papel,spa,normal,adulto,no,no,pesado,tercera_persona,156.0,4,80
67,fantasia,papel,spa,corto,adulto,no,no,ligero,primera_persona,11.0,2,81
67,suspense,papel,spa,corto,adulto,no,no,ligero,primera_persona,407.0,4,81
67,terror,papel,spa,normal,adulto,no,si,intermedio,primera_persona,184.0,4,83
67,ciencia_ficcion,papel,spa,largo,infantil,no,si,ligero,primera_persona,384.0,3,83
67,misterio,papel,eng,corto,adulto,no,si,intermedio,primera_persona,322.0,4,83
